text,label_A,label_B,label_C,type,label
smiling best reaction situation significant keep smilingsmilingfacewithsunglasses,NOT,,,Not Offensive,0
user user user think though token none mentioned would able firearm,NOT,,,Not Offensive,0
user user user user used case not past year,NOT,,,Not Offensive,0
mind back two minute,NOT,,,Not Offensive,0
dodger game lead no west,NOT,,,Not Offensive,0
last real one a kirkspock send tweet,NOT,,,Not Offensive,0
user live riding bad cost four u,NOT,,,Not Offensive,0
fightback thee plantation go,NOT,,,Not Offensive,0
user significant grateful lacey love energy genuine desire build better world big hug happy tuesday purpleheartballoonrose,NOT,,,Not Offensive,0
wrote beauty imagination thank user rest loving comfort heavenfoldedhands,NOT,,,Not Offensive,0
user day james alright personshruggingmalesign story camp website,NOT,,,Not Offensive,0
tag asking verithanam updatefire wewantverithanamupdate,NOT,,,Not Offensive,0
user congrats jargon welcome home rooting local product rochesterian pulling,NOT,,,Not Offensive,0
no problem sonya user it user musicandtalk user amp user inspiremytuesday,NOT,,,Not Offensive,0
user wa looking glass site blog writingcommunity writer author,NOT,,,Not Offensive,0
user loving reporting shaun level headed unbiased,NOT,,,Not Offensive,0
user jenkins talked last night expanding musical taste say,NOT,,,Not Offensive,0
going great week speaking existence sunflowerheartsuitsparklestuesdaymotivation manifesting,NOT,,,Not Offensive,0
user could get would say protest every street america day,NOT,,,Not Offensive,0
each make one close friend busy lot love singing whenever,NOT,,,Not Offensive,0
user word live redhead,NOT,,,Not Offensive,0
anyone else seeing movie tomorrow greensboro come talk pleadingface,NOT,,,Not Offensive,0
user someone writing losing faith following someone pay devastate draintheswamp,NOT,,,Not Offensive,0
user user realm realm master edition go sale smilingfacewithhearteyes best class design top feature hand,NOT,,,Not Offensive,0
user rip mean lot new pitcher try spending million stub s card upsidedownface,NOT,,,Not Offensive,0
user wish help depression anxiety,NOT,,,Not Offensive,0
hour ready leave loudlycryingfaceloudlycryingface,NOT,,,Not Offensive,0
not particularly good laughing loud significant need encouragement fuel keep playing see pensiveface,NOT,,,Not Offensive,0
prayer may answered way never expect grow may require shaken right core,NOT,,,Not Offensive,0
user play pace game soon better gone club much love previously named twitter,NOT,,,Not Offensive,0
guy try no tong chord progression na ceamgmcfg basicflava,NOT,,,Not Offensive,0
user hey dom would love get sorted issue exactly la,NOT,,,Not Offensive,0
user looking yummy memo,NOT,,,Not Offensive,0
user literally favorite kokobop era truly produced best best meme,NOT,,,Not Offensive,0
user accepted una no ambition,NOT,,,Not Offensive,0
user mama pressed notice tell,NOT,,,Not Offensive,0
user super good harmonizing capella like best heard group,NOT,,,Not Offensive,0
user look intimidating actually pretty friendly except guv,NOT,,,Not Offensive,0
account owner asks people think rationally,NOT,,,Not Offensive,0
whatever go around eventually come back significant got careful baby look way cross mind personshrugginglightskintonefemalesign,NOT,,,Not Offensive,0
brantford sold mayday prepare someone never heard score patrick weekend,NOT,,,Not Offensive,0
user waiting baby get baby live,NOT,,,Not Offensive,0
joy lot strength raisinghandsloudlycryingface,NOT,,,Not Offensive,0
not find right word today depression sadness helplessness come mind,NOT,,,Not Offensive,0
user cool bought similar dad past show ep,NOT,,,Not Offensive,0
purity important spiritual growth,NOT,,,Not Offensive,0
society leaf no room god not love one another not love,NOT,,,Not Offensive,0
yes hot hard difficult love wearing abayarelievedfacesmilingfacewithhearteyes,NOT,,,Not Offensive,0
user got careful determines red flag,NOT,,,Not Offensive,0
prayer work get day,NOT,,,Not Offensive,0
user user promise worth wait pensivefaceperseveringface,NOT,,,Not Offensive,0
member significant perfect,NOT,,,Not Offensive,0
home heart home are,NOT,,,Not Offensive,0
day till san francisco week love life smilingfacewithhearteyessmilingfacewithhearteyes not wait vacation much needed,NOT,,,Not Offensive,0
user pretty sea worthy,NOT,,,Not Offensive,0
best rip view ever,NOT,,,Not Offensive,0
wow amount place plan go next year really need make serious friend,NOT,,,Not Offensive,0
user think know answer one katrina obviously yes thumb,NOT,,,Not Offensive,0
fall love personality first not look,NOT,,,Not Offensive,0
getting dressed morning saying not wait go home facewithtearsofjoy,NOT,,,Not Offensive,0
user user user anna onlinesmilingfacewithsunglassesvictoryhand verithanam update waymandancing wewantverithanamupdatecelebrating,NOT,,,Not Offensive,0
user great beta fuck strike,NOT,,,Not Offensive,0
someone could please send link el past manifesto would greatly appreciated,NOT,,,Not Offensive,0
happy th america one black life matter immigrant welcome love love climate change real previously named twitter,NOT,,,Not Offensive,0
user user user user user user considering not either significant personshruggingmalesign,NOT,,,Not Offensive,0
setback lower poetry,NOT,,,Not Offensive,0
evertor family please take second follow son user new twitter love user,NOT,,,Not Offensive,0
wait everyone anti zeke right,NOT,,,Not Offensive,0
user user put touch contact no one responds directly,NOT,,,Not Offensive,0
koscielny stay even we german calling thank memory one best emirate era la,NOT,,,Not Offensive,0
wonder finish,NOT,,,Not Offensive,0
user thought sofacewithtearsofjoy love behind scene bias,NOT,,,Not Offensive,0
user user isle man people call know live island,NOT,,,Not Offensive,0
cute universe,NOT,,,Not Offensive,0
user bullet protection civil right seems rather nebulous,NOT,,,Not Offensive,0
someone told girl love eye flower hair musicalnotes,NOT,,,Not Offensive,0
reminds owen transfer newcastle man begged come back lac could not,NOT,,,Not Offensive,0
user pleasure expert advocating something significant important,NOT,,,Not Offensive,0
found th september i'd not updated,NOT,,,Not Offensive,0
user user get back work mrsquidward expressionlessface,NOT,,,Not Offensive,0
user guy method bringing u together demanding someone stay,NOT,,,Not Offensive,0
user no willing,NOT,,,Not Offensive,0
remember smile choose everyone,NOT,,,Not Offensive,0
user user truly beacon light happy tl distressing time sparklessparkleskeep keeping user beatingheartbeatingheart,NOT,,,Not Offensive,0
user conflicted marco forgot put trump front first sentence way returned money na,NOT,,,Not Offensive,0
pray thing stay,NOT,,,Not Offensive,0
user user user sorry forgot following,NOT,,,Not Offensive,0
user quentin best finding cast never fail faceblowingakiss,NOT,,,Not Offensive,0
user significant happy met not wait day finally hug tell person redhead,NOT,,,Not Offensive,0
user thanks earthworm,NOT,,,Not Offensive,0
hope wish,NOT,,,Not Offensive,0
user sure talk twitter often love photo,NOT,,,Not Offensive,0
user would love suit,NOT,,,Not Offensive,0
one best replay act she life happened today nginamo joshua and gaming moo hahaahahahaha,NOT,,,Not Offensive,0
cold ending thanks servicelaurent koscielny leaving u join gigue side bordeaux,NOT,,,Not Offensive,0
not wait take cute pic w baby rose,NOT,,,Not Offensive,0
user thank writing clappinghandsraisinghandsgrinningfacewithsmilingeyesrevolvinghearts,NOT,,,Not Offensive,0
user thanks reminding u,NOT,,,Not Offensive,0
user started rematching miss significant much,NOT,,,Not Offensive,0
certain want radiate desire mind heart body see,NOT,,,Not Offensive,0
user today good day expand kingdom lead way lord,NOT,,,Not Offensive,0
user thank must say dust scratch filter photoshop worked treat background,NOT,,,Not Offensive,0
user except course voted referendum year ago,NOT,,,Not Offensive,0
user account user not messaged kindly needful user,NOT,,,Not Offensive,0
feel good happy swear smilingface,NOT,,,Not Offensive,0
affiliation genuine progress,NOT,,,Not Offensive,0
priced grand car part not even counting new turbo setup yep tear eye start hooking,NOT,,,Not Offensive,0
thank god today,NOT,,,Not Offensive,0
user user nice flow think use moniker hell harris,NOT,,,Not Offensive,0
user loo refuse listen new joint heard snippet good,NOT,,,Not Offensive,0
user please direct message reference number,NOT,,,Not Offensive,0
user user user losing strategy of might work,NOT,,,Not Offensive,0
breaking nobel pulitzer prizewinning author toni morrison died last night montefiore medical center new york,NOT,,,Not Offensive,0
finished significant sad significant many unanswered question frown sad angry pouting,NOT,,,Not Offensive,0
user ah sorry slow seat interested think max makeweight one,NOT,,,Not Offensive,0
user significant ya know english language money not referred cheer,NOT,,,Not Offensive,0
user no not go photo original poster try heal please,NOT,,,Not Offensive,0
people need treasure late smilingface,NOT,,,Not Offensive,0
user user called warlock skating sword required,NOT,,,Not Offensive,0
system always failing every grass blade not need green lawn green user devopsdays,NOT,,,Not Offensive,0
okay sorry today need put public nowlaughing big grin laugh glass,NOT,,,Not Offensive,0
long tear eye ago significant many year passed make preoccupied remember conversation part,NOT,,,Not Offensive,0
bluest eye also known one best book ever read exposed many thing say thank toni morrison,NOT,,,Not Offensive,0
user user user unfortunately leo xi settled dueling question pastoral's office,NOT,,,Not Offensive,0
predicting lime rock park accuracy,NOT,,,Not Offensive,0
user user franco pace average he rib playing nd best b no,NOT,,,Not Offensive,0
would significant happy lay bed day,NOT,,,Not Offensive,0
guy please follow friend user previous account suspended pleadingfacepleadingfacewearyface,NOT,,,Not Offensive,0
user course asking moment to watch between beautiful video,NOT,,,Not Offensive,0
user no idea would say,NOT,,,Not Offensive,0
user awesome tweet two significant awesome together not wait season start love guy happy birthday tb,NOT,,,Not Offensive,0
rip cultural icon function freedom free someone else toni morrison,NOT,,,Not Offensive,0
user plus really need gain,NOT,,,Not Offensive,0
free wave still favorite project year,NOT,,,Not Offensive,0
user one first pop band got know frown sad angry pouting,NOT,,,Not Offensive,0
daniel levy completed deal year expecting sort deal day,NOT,,,Not Offensive,0
user man pulling another winner ball keep rolling keep winning huge day tomorrow,NOT,,,Not Offensive,0
lisa ignoring not know pensiveface tag,NOT,,,Not Offensive,0
read interesting cover letter brilliant alit perfect significant refreshing read hope,NOT,,,Not Offensive,0
user user user question ever,NOT,,,Not Offensive,0
whitemediumsmallsquare fragmentation pizza chestnut adaptation ordinate appointment ogre kayla,NOT,,,Not Offensive,0
user creation change purpose,NOT,,,Not Offensive,0
hay really miss mama love significant much,NOT,,,Not Offensive,0
tear eye every second livelearnlead,NOT,,,Not Offensive,0
user thanks follow,NOT,,,Not Offensive,0
user another week herelove hope rain stopsfacewithraisedeyebrow,NOT,,,Not Offensive,0
user user user not help falling love,NOT,,,Not Offensive,0
user excited movie they smilingfacewithhearteyessmilingfacewithhearteyesfaceblowingakiss,NOT,,,Not Offensive,0
none secret success work unless shorten forlovethywoman,NOT,,,Not Offensive,0
user thank actually thinking not know name,NOT,,,Not Offensive,0
user number not available possibility,NOT,,,Not Offensive,0
catch timber need caffeine fix,NOT,,,Not Offensive,0
user thank it,NOT,,,Not Offensive,0
without strong opponent living not fun perfect not win not done start,NOT,,,Not Offensive,0
universe way leading supposed moment supposed,NOT,,,Not Offensive,0
new pair tennis shoe price could make lounging come finish,NOT,,,Not Offensive,0
not wait calm storm,NOT,,,Not Offensive,0
user detained otherwise come video,NOT,,,Not Offensive,0
thank year spent gunneroncomingfistoncomingfistlaurent koscielny leaving u join gigue side bordeaux,NOT,,,Not Offensive,0
want council right council stand council independent physiotherapy council physiotherapycouncil,NOT,,,Not Offensive,0
user user breaking dress code first day school also power move,NOT,,,Not Offensive,0
user,NOT,,,Not Offensive,0
user test result back played well one day,NOT,,,Not Offensive,0
