text,label_A,label_B,label_C
The most important task in my mind right now is creating a playlist called “Classroom girl hours” to play for my students.,NOT,,
@USER I can put my money on it 😂🤞🏾,NOT,,
@USER Depends how we get by Notre Dame and Texas A&amp;M,NOT,,
@USER Mine is the SAME. 😂😂😂,NOT,,
"“When the future looks uncertain, you can count on me to be there”  #DearVIVOREE",NOT,,
@USER In which case we need to think of something we can do about it,NOT,,
Blessed ☺️💟👫🏡 Everything is falling into place,NOT,,
@USER And it's still a great movie. One of my favorites,NOT,,
@USER I am so idle that I just wanted ur video again to find where did you said that and am now commenting that also,NOT,,
I cannot wait for the baecation smh. too long of a wait.,NOT,,
the tea is boiling 🤣 #TeamBea,NOT,,
@USER Happy Tuesday! I need tacos now. 🤤  Disclaimer: No tiddies were harmed in the making of this reply.,NOT,,
@USER I want all the good things in this life dear. I don't have that confused.,NOT,,
Sometimes its very hard to say I love you to someone because you are so afraid of losing him/her. #ALDUBxADNStayingGrounded 💞,NOT,,
"the old is gone, the new has come",NOT,,
@USER Yes ryt from the day he stepped in the house he’s never liked Tacha nothing new,NOT,,
@USER What would you give for 100k bb  cash?,NOT,,
@USER Happy to see you this weekend my guy,NOT,,
be gentle with yourself. you're doing the best you can.,NOT,,
@USER They don't see it. They say Venita is seeking for notice. Someone who doesn't even need to talk before you notice her.,NOT,,
the way i deleted weverse jk baby comeback to twt &lt;3,NOT,,
@USER @USER Your Produce mates is here!   And don't forget to check this out! @USER,NOT,,
"“the world would be a happier place with more cool beans” - mum, the legend",NOT,,
There are 182 days until the #IowaCaucus!  #vote #iowa #caucus,NOT,,
This baby looks very stubborn and his name is Greatness,NOT,,
"(I await the day the cuphead verse becomes active again,,,",NOT,,
@USER I did but Google drive only allows twenty users before it refuses to let you view it dhbsjsk,NOT,,
blessed to be awake and healthy this morning ☀️,NOT,,
Real hustle is still my favorite Big’s up to @USER whatever he said in the pass is coming to pass @USER,NOT,,
Somebody you sacrifice the world for may look at you and say I didn’t ask you to do that and they may be rite ...... #WiseUp,NOT,,
"@USER It’s a play on the lyrics from pretty girl rock. “Don’t hate me cause I’m beautiful...” Also, thank you would have sufficed. 😒😂",NOT,,
@USER @USER @USER @USER and use the high first rounder he’d get to draft someone who should’ve gone in the 3rd,NOT,,
I am always so hesitant to criticize mixing on the album but man this REDACTED's mixing rubs me the wrong way so much,NOT,,
@USER @USER That was very cool of him! Thank you so much for sharing!,NOT,,
@USER Writing from my hacienda after a run in the hills.,NOT,,
@USER Thank you for responding sir!! Please make it a bigger issue and let it be known by other politicians who are legalizing it,NOT,,
@USER @USER @USER @USER Call it The Persistence!  ❤️🇺🇸,NOT,,
"@USER I see , Denise. You can definitely can also call our team to report on 0345 454 1111. Let us know if it helps. ^EO",NOT,,
It's a beautiful day to cry in the bathroom and avoid your responsibilities/co-workers.,NOT,,
@USER @USER @USER I like the way u put it here 👏👏,NOT,,
"just found on none of my friends can celebrate my 21ST with me, now accepting apps for new friends!",NOT,,
"@USER not signing Philippe Coutinho, according to reports.",NOT,,
@USER That's really nice. Thanks for that,NOT,,
"In my life, I trust!don’t rush your come up. trust the timing of your life.",NOT,,
@USER Awww I miss you too Unnie! I'll be back real soon just have to finish my college applications,NOT,,
@USER thanks for the follow Sal! Looking forward to your feature length film lol,NOT,,
@USER @USER @USER She is not my favourite she is my youngest one 😉,NOT,,
The winning module is 'Heart of the Goddess'  The synopsis sounds cool and I love all of the gods and goddesses in it!,NOT,,
"@USER @USER @USER If he isn't signed up by United in the next 2 days, he'll have other options in a week.",NOT,,
and yes.....we had a streak but she broke it,NOT,,
@USER 🤷‍♂️We do what we can to make the world a better place 😉,NOT,,
"Indian Parliament has a new star. His name is Jamyang Tsering Namgyal, representing the UT of #Ladakh . Take a bow @USER",NOT,,
"@USER I read ""Sophisti-pop"" and thought ""oh, you mean like Swing Out Sister?"" PS is Nu Shooz ""I Can't Wait"" too funky for this list?",NOT,,
Rah no love in the statement at allLaurent Koscielny is leaving us to join Ligue 1 side Bordeaux,NOT,,
I come to read tweets and laugh,NOT,,
@USER Your music was amazing man! It made the piece 🙌,NOT,,
"@USER [TRANS]  ""Click*💜Bring The Soul""   *Efeito de som da câmera.  #MPN #BTS #ARMY #BoyWithLuv",NOT,,
@USER Thank you for this giveaway ☺️💜,NOT,,
leaving us  Not even a good luckLaurent Koscielny is leaving us to join Ligue 1 side Bordeaux,NOT,,
Thank you @USER for being the first Republican in the world to do something and show actual heart.,NOT,,
@USER It is the sky is like the sky in minecraft,NOT,,
@USER Aww thank you! That's the best compliment💕,NOT,,
@USER Nowt you see on my blog will be available in store. Two totally separate entities ☺️,NOT,,
And then i think that maybe i was designed to be alone.,NOT,,
@1964suebar @USER I know it was bad but I used to love it,NOT,,
Emery nor wan take chances😂Coutinho is set to join #AFC on loan as per L’Equipe’s @USER,NOT,,
It's 2:41 pm has Corbyn gone back to Iran? #GayHater,NOT,,
@USER I’ve got the PL one and the sun,NOT,,
"Wait, so that Hanbyul on bigstage is THAT Hanbyul from LED APPLE??!!!!",NOT,,
@USER @USER @USER @USER @USER @USER @USER Was it recorded?,NOT,,
"@USER She write her signature on the sketchbook.  ""There!""",NOT,,
@USER @USER @USER Thank you that's really interesting 😁 it's much better when you have actual data to look at,NOT,,
"@USER Not great to hear, were you able to get things sorted in the end? ^AR",NOT,,
@USER 😂😂 should I take that as a compliment?,NOT,,
I read between the lines with ppl and their intentions,NOT,,
"@USER @USER I'm sorry, the 2 million times a year that firearms are used in self defense bags to differ.",NOT,,
If you don’t subscribe to the New York Times today then there’s gonna be a coup tomorrow. Buying newspapers is antifa,NOT,,
@USER Welcome to the club,NOT,,
Boutta do that right now my brotherRoll something and get the day started.,NOT,,
@USER wish you a very happy birthday 🎂 god bless you with more and more success  Stay happy and keep smiling.!#HappyBirthdayDipika,NOT,,
Odell Beckham Jr who was ill yesterday is back out here at practice in pads. Ninth straight day for the #Browns in pads,NOT,,
"My Lord! Truly, I am in need of whatever good that You bestow on me. #Quran 28:24",NOT,,
367 vs 67 third time voting . #JammuAndKashmir #bill #pass in assembly #Artical370,NOT,,
@USER It is now. Wow!!  Good morning. 😍,NOT,,
Wayne Rooney to join Derby County as a coach in January 🤨  Well that's a new season of Stranger Things sorted then. #Rooney #Derby,NOT,,
"@USER @USER Sula is my favorite Morrison novel- and this essay is beautiful, Gwen. Thank you for writing it &lt;3",NOT,,
"@USER Right now I have a 30% off code which is amazing, so it's less expensive then getting drinks at a store :)",NOT,,
I figured it out myself last night and retweeted but it’s not here anymore smh thanks for your efforts everyone.,NOT,,
I remember when RBG broke her ribs MOST of what I saw from both sides of the isle were well wishes and hopes she would feel better soon.,NOT,,
i can’t wait for God to bless me with my own home. 🤦🏻‍♀️,NOT,,
Bartending money def comes in handy,NOT,,
"@USER @USER Sir, you need to read the article first. You would not say this if you read it.",NOT,,
@USER @USER simone… where do you find the time,NOT,,
"@USER I only want Brexit because I want small government, free markets and less/no welfare state",NOT,,
Please universe I’m begging that it’s a new jobYou will have an unexpected blessing this week...,NOT,,
"@USER @USER @USER Sharon, proud of your great effort in this cause! He is doing s good job! ☀️",NOT,,
"@USER Strange! Maybe a problem with how the newspaper receives oversees traffic, as it seems to work over here.",NOT,,
"@USER He hugs her back, lifting her a bit as well.",NOT,,
"@USER Together and forever, you will always be my partner Barton.",NOT,,
@USER I truly believe u the only who take action on guns laws,NOT,,
@USER One look at the list and knew exactly what was going on. I’ll pass.,NOT,,
"Hey @USER, Thank you for the follow!",NOT,,
"Nice, the Jets have a bye the last weekend of the Mets season. I can give 100% of my anxiety to the Mets that weekend.",NOT,,
"Its easy for people to say ""I love you "" but for me it is not.",NOT,,
@USER @USER @USER What currency would you use on your first day of independence?,NOT,,
@USER I thought I was the only one waiting to see what he would do and the boy didn't disappoint me,NOT,,
@USER @USER It'll be a tight race. Tbh im just glad its not the brewers.,NOT,,
Happy birthday to my bday twin ❤️ @USER,NOT,,
@USER Hard Rock will always have a piece of my heart. Kept me safe during hurricane Irma!,NOT,,
@USER Yes I googled translated it,NOT,,
"Call me and I'm on my way Tell me that you need me, yeah",NOT,,
@USER Pine Tree for now #우리워너원_이주년_축하해  #TwoYearsWithWannaOne,NOT,,
@USER Hello fellow “I want to fix people regardless of it’s professionally or personally”. 👋🏻,NOT,,
@USER i miss met gala night. like the stars aligned for us to meet that day,NOT,,
@USER @USER Similar to.the contenders series,NOT,,
"To our “beloved” laureate ... safe journey, rest in power.  🙏🏽",NOT,,
"Seriously, I think we need to settle down on the whole dragon thing.",NOT,,
@USER Waiting for that day that he does,NOT,,
"@USER Happy bday, Vera!!! 🥳 Enjoy your day. Can't wait for the conjuring 3 🤩",NOT,,
remembering how i was in faze blazikens video a couple years ago i was so happy,NOT,,
@USER Minus staying up 45 minutes before we had to be at the high school for championships,NOT,,
@USER @USER On it!,NOT,,
The record number of World Cup career goals is 16 by German Miroslav Klose. #FIFA #WorldCup # Klose,NOT,,
"been working on my slogan for 3 hrs now and still not satisfied wt it, yo how to be creative af 😩",NOT,,
@USER don't quote the tweet and give the account oxygen,NOT,,
@USER @USER i would have refused to sit on this no chance! Upgrade me fast. And i don't mean bare minimum of a chair,NOT,,
#ToniMorrison sad news  Who will be more welcome at her funeral @USER or @USER,NOT,,
"@USER @USER If it's on loan, then it's not really ""fixing"" is it?",NOT,,
i just finished scandalous and i don’t know whether to read name or not someone pls tell me it’s worth it,NOT,,
@USER Oh nice. Bali is just 2+ hours on from where I live. I will definitely do that.,NOT,,
15 in last over required? Bowler is Bumrah!! Who can get it easily...?,NOT,,
"1st round.  @USER vs @USER   Choose rock/paper/scissor and dm me now.  Everyone else, drop your bet here!",NOT,,
#Thuppakki- In Kerala it has become the highest grossing film on opening day as it released in a record 124 screens!,NOT,,
@USER @USER Can't wait for it to premiering in India! CONGRATS!,NOT,,
Guys all the winnings for last night have been disbursed. Kindly check and do share it on twitter.,NOT,,
@USER @USER @USER @USER yep we was the duo for 2 days,NOT,,
@USER It’s time to vault the robot…,NOT,,
Give thanks for another day alive,NOT,,
@USER all the more reason to save,NOT,,
I can't wait to finally start fairy tail ❤❤☺,NOT,,
Me and kuwabara have the same hair style lol,NOT,,
@USER Yes. We existed before and we will always exist.,NOT,,
If I Ever Fall In Love /. SHAI,NOT,,
@USER SHITTT do yall use the word??? i think here we conveniently use jarum suntikan,NOT,,
@USER @USER Leftist?  Keep pointing that out as the one in Texas was for SURE a Right Wing Trump supporter!!!  So what?,NOT,,
@USER CR7 would be a perfect James Bond!! 😍⚽️✨🐐😎!!!,NOT,,
@USER Looks like Marie is not someone who should have a firearm if that is how she keeping it.,NOT,,
"@USER Talk about special birthday gifts you can't buy! Thank you, ladies and more power to you.",NOT,,
i had a trip down memory lane and did not miss a second of it one bit :3,NOT,,
